customer_id,order_id,purchase_date,product_category,product_name,quantity,unit_price,discount_given,sales_amount,customer_tier,city,payment_method
C1428,O30262,2025-09-02,Fashion,T-Shirt,5,6250,21,24687.5,Platinum,Delhi,Debit Card
C1592,O96659,2025-09-15,Electronics,Smart Watch,1,46158,28,33233.76,Platinum,Chennai,UPI
C1111,O29733,2025-09-13,Electronics,Smartphone,1,99148,30,69403.6,Platinum,Pune,UPI
C1386,O22178,2025-10-21,Electronics,Smartphone,5,73468,9,334279.4,Platinum,Delhi,Wallet
C1790,O28019,2025-06-27,Fashion,Jeans,3,4070,25,9157.5,Silver,Delhi,Wallet
C1864,O90269,2026-05-19,Groceries,Rice,2,1647,4,3162.24,Silver,Mumbai,UPI
C1453,O43284,2026-05-14,Groceries,Eggs,2,2428,14,4176.16,Platinum,Delhi,Net Banking
C1920,O16769,2025-12-23,Sports,Football,5,6133,3,29745.05,Silver,Mumbai,Debit Card
C1865,O83759,2025-06-25,Fashion,Jeans,1,2598,13,2260.26,Platinum,Mumbai,UPI
C1095,O48627,2025-10-28,Fashion,Jacket,1,4062,19,3290.22,Silver,Mumbai,Wallet
C1135,O50458,2025-06-08,Fashion,T-Shirt,4,1990,1,7880.4,Gold,Hyderabad,Net Banking
C1095,O15747,2026-01-04,Electronics,Headphones,1,30900,19,25029.0,Platinum,Pune,Net Banking
C1943,O24865,2026-06-05,Sports,Cricket Bat,2,3663,7,6813.18,Silver,Delhi,Debit Card
C1501,O65901,2026-05-15,Home Decor,Wall Art,5,2313,29,8211.15,Silver,Hyderabad,Debit Card
C1238,O51201,2025-09-15,Fashion,T-Shirt,3,3163,4,9109.44,Silver,Bangalore,Credit Card
C1627,O24090,2025-11-30,Fashion,Jeans,3,2482,10,6701.4,Gold,Delhi,UPI
C1339,O39131,2025-09-11,Groceries,Milk,4,1796,9,6537.44,Platinum,Chennai,Net Banking
C1707,O86997,2025-11-16,Home Decor,Curtains,3,1307,12,3450.48,Silver,Chennai,Net Banking
C1630,O68525,2026-04-15,Home Decor,Wall Art,1,2368,25,1776.0,Silver,Chennai,Credit Card
C1433,O96952,2026-04-13,Electronics,Headphones,2,72763,26,107689.24,Gold,Delhi,Debit Card
C1586,O93607,2026-02-27,Groceries,Eggs,5,212,20,848.0,Platinum,Chennai,Net Banking
C1407,O97942,2025-08-31,Home Decor,Wall Art,2,3894,3,7554.36,Silver,Chennai,UPI
C1739,O56399,2026-03-27,Beauty,Face Wash,1,4022,8,3700.24,Platinum,Hyderabad,Wallet
C1024,O73927,2026-02-25,Electronics,Smart Watch,3,47252,1,140338.44,Silver,Bangalore,Wallet
C1324,O90922,2025-10-27,Beauty,Perfume,5,1986,10,8937.0,Platinum,Delhi,Wallet
C1908,O40499,2026-06-03,Fashion,Shoes,1,4978,0,4978.0,Platinum,Pune,Wallet
C1137,O90771,2025-09-13,Sports,Dumbbells,2,10906,4,20939.52,Gold,Chennai,Net Banking
C1447,O42070,2026-02-09,Home Decor,Carpet,2,5742,24,8727.84,Silver,Delhi,UPI
C1292,O15809,2025-08-17,Groceries,Bread,3,792,0,2376.0,Silver,Chennai,Net Banking
C1436,O28083,2025-10-17,Groceries,Bread,2,2995,23,4612.3,Gold,Hyderabad,Credit Card
C1199,O69207,2025-07-14,Electronics,Smartphone,4,66178,28,190592.64,Platinum,Bangalore,Debit Card
C1720,O56600,2025-10-03,Beauty,Moisturizer,1,8860,0,8860.0,Platinum,Pune,UPI
C1840,O45590,2025-11-11,Fashion,T-Shirt,4,8006,6,30102.56,Platinum,Bangalore,Net Banking
C1018,O46918,2026-01-04,Fashion,T-Shirt,4,2110,29,5992.4,Platinum,Hyderabad,UPI
C1563,O95273,2025-11-22,Home Decor,Curtains,2,10776,11,19181.28,Platinum,Pune,Debit Card
C1668,O72036,2025-07-23,Electronics,Smart Watch,1,19963,11,17767.07,Gold,Bangalore,Net Banking
C1449,O69104,2025-12-17,Groceries,Eggs,5,202,0,1010.0,Gold,Mumbai,Credit Card
C1121,O79637,2026-04-16,Electronics,Headphones,3,33042,3,96152.22,Gold,Pune,UPI
C1246,O87760,2025-11-30,Sports,Dumbbells,1,14436,11,12848.04,Platinum,Pune,UPI
C1240,O18125,2025-12-02,Beauty,Perfume,5,4724,11,21021.8,Silver,Bangalore,UPI
C1014,O23624,2026-01-10,Beauty,Shampoo,4,5206,15,17700.4,Platinum,Delhi,Wallet
C1523,O12599,2026-03-02,Home Decor,Wall Art,4,2639,15,8972.6,Silver,Pune,Debit Card
C1886,O69100,2026-03-02,Sports,Yoga Mat,2,5317,1,10527.66,Silver,Delhi,Credit Card
C1281,O10847,2025-06-05,Fashion,Shoes,4,1294,7,4813.68,Platinum,Delhi,Wallet
C1521,O90679,2025-07-16,Sports,Yoga Mat,5,3046,0,15230.0,Silver,Delhi,Debit Card
C1186,O14205,2025-11-26,Beauty,Moisturizer,3,2329,15,5938.95,Silver,Pune,Debit Card
C1138,O87607,2025-10-29,Beauty,Moisturizer,2,4335,7,8063.1,Gold,Mumbai,Wallet
C1057,O42404,2025-08-19,Fashion,T-Shirt,5,1278,10,5751.0,Platinum,Hyderabad,UPI
C1479,O10867,2026-01-07,Sports,Yoga Mat,1,9948,29,7063.08,Gold,Hyderabad,UPI
C1407,O93286,2025-09-14,Fashion,Shoes,2,4996,23,7693.84,Silver,Delhi,Net Banking
C1860,O31472,2025-07-20,Electronics,Smartphone,1,92166,8,84792.72,Platinum,Pune,UPI
C1992,O37918,2025-07-31,Beauty,Moisturizer,4,5904,24,17948.16,Gold,Bangalore,Debit Card
C1376,O67840,2026-03-11,Fashion,Jacket,2,6036,26,8933.28,Gold,Delhi,Wallet
C1995,O75140,2026-05-04,Sports,Cricket Bat,5,680,24,2584.0,Silver,Mumbai,UPI
C1827,O50320,2025-10-16,Home Decor,Wall Art,3,9476,15,24163.8,Platinum,Delhi,Credit Card
C1272,O82297,2025-10-09,Home Decor,Curtains,1,10662,2,10448.76,Gold,Pune,Net Banking
C1284,O13834,2026-05-29,Home Decor,Lamp,3,6266,6,17670.12,Silver,Pune,Credit Card
C1100,O95330,2026-04-01,Sports,Dumbbells,5,674,24,2561.2,Silver,Bangalore,Wallet
C1730,O73390,2025-07-02,Electronics,Laptop,4,52262,19,169328.88,Platinum,Chennai,Wallet
C1972,O24099,2026-04-20,Groceries,Rice,4,320,26,947.2,Platinum,Mumbai,Credit Card
C1173,O76255,2026-03-01,Sports,Dumbbells,5,2720,10,12240.0,Silver,Pune,Debit Card
C1605,O78311,2025-08-15,Fashion,T-Shirt,4,8168,18,26791.04,Platinum,Hyderabad,Credit Card
C1217,O83653,2026-03-30,Fashion,Jacket,4,1245,3,4830.6,Silver,Chennai,Debit Card
C1475,O29769,2026-01-26,Fashion,T-Shirt,1,3434,18,2815.88,Silver,Hyderabad,Net Banking
C1319,O42662,2025-06-14,Electronics,Headphones,4,44815,16,150578.4,Gold,Chennai,Debit Card
C1252,O47743,2025-07-29,Electronics,Smartphone,5,94328,16,396177.6,Platinum,Delhi,UPI
C1632,O12955,2025-07-27,Beauty,Face Wash,2,476,21,752.08,Silver,Delhi,Credit Card
C1960,O70446,2026-03-20,Fashion,Jacket,1,2572,0,2572.0,Gold,Chennai,Net Banking
C1956,O97363,2025-08-24,Home Decor,Curtains,5,4178,12,18383.2,Platinum,Delhi,Credit Card
C1805,O75890,2025-08-21,Home Decor,Curtains,5,4773,27,17421.45,Gold,Pune,UPI
C1730,O59118,2025-10-28,Groceries,Rice,2,1782,3,3457.08,Platinum,Pune,Wallet
C1297,O58121,2025-12-16,Sports,Dumbbells,2,15412,0,30824.0,Platinum,Delhi,Debit Card
C1029,O49618,2026-05-16,Electronics,Smartphone,3,7755,19,18844.65,Gold,Hyderabad,Wallet
C1179,O12391,2026-03-06,Fashion,Jacket,4,4306,1,17051.76,Platinum,Pune,Credit Card
C1737,O34908,2026-01-20,Home Decor,Lamp,4,16908,25,50724.0,Platinum,Hyderabad,Net Banking
C1903,O38242,2025-07-18,Electronics,Headphones,1,43384,5,41214.8,Gold,Hyderabad,UPI
C1622,O65443,2026-05-20,Electronics,Laptop,1,12199,17,10125.17,Gold,Hyderabad,UPI
C1245,O94052,2026-02-13,Electronics,Smart Watch,2,31919,11,56815.82,Silver,Mumbai,UPI
C1954,O53679,2025-11-14,Sports,Cricket Bat,3,6306,19,15323.58,Gold,Bangalore,Net Banking
C1442,O73425,2026-02-16,Groceries,Bread,2,463,23,713.02,Gold,Mumbai,UPI
C1674,O80220,2025-12-28,Electronics,Laptop,5,9762,6,45881.4,Gold,Chennai,Wallet
C1531,O51874,2025-06-16,Home Decor,Lamp,3,19122,23,44171.82,Platinum,Bangalore,Net Banking
C1289,O33087,2026-05-17,Fashion,Jeans,3,515,4,1483.2,Silver,Pune,Debit Card
C1828,O63017,2025-12-10,Sports,Cricket Bat,4,10544,12,37114.88,Platinum,Bangalore,Debit Card
C1026,O97130,2026-03-04,Sports,Dumbbells,3,9848,21,23339.76,Platinum,Bangalore,Credit Card
C1738,O29623,2025-10-26,Home Decor,Curtains,5,9309,28,33512.4,Gold,Bangalore,Net Banking
C1050,O26614,2025-09-06,Electronics,Smart Watch,3,43699,26,97011.78,Gold,Mumbai,Credit Card
C1912,O84927,2025-06-23,Fashion,Jacket,2,1218,1,2411.64,Platinum,Hyderabad,Debit Card
C1728,O50336,2026-03-29,Fashion,Shoes,1,9002,0,9002.0,Platinum,Delhi,Credit Card
C1469,O32953,2026-02-09,Beauty,Face Wash,2,4725,28,6804.0,Gold,Pune,UPI
C1786,O13856,2026-02-27,Home Decor,Curtains,3,12054,13,31460.94,Gold,Pune,UPI
C1615,O72974,2025-11-26,Groceries,Eggs,5,872,13,3793.2,Silver,Chennai,Wallet
C1176,O73358,2025-07-31,Home Decor,Curtains,5,5339,3,25894.15,Silver,Bangalore,Credit Card
C1591,O34235,2026-01-28,Beauty,Perfume,3,4535,6,12788.7,Silver,Chennai,Net Banking
C1329,O64870,2025-08-13,Groceries,Eggs,5,407,30,1424.5,Silver,Hyderabad,Wallet
C1735,O74945,2025-07-20,Sports,Yoga Mat,1,8556,11,7614.84,Gold,Chennai,Debit Card
C1895,O86674,2025-09-24,Fashion,Jeans,1,1860,7,1729.8,Gold,Delhi,Net Banking
C1212,O80252,2025-11-21,Groceries,Rice,3,2670,19,6488.1,Gold,Pune,Credit Card
C1816,O36230,2026-06-05,Groceries,Milk,2,505,28,727.2,Gold,Mumbai,UPI
C1713,O19492,2025-07-23,Beauty,Moisturizer,3,3894,3,11331.54,Silver,Chennai,Wallet
C1157,O28566,2025-09-05,Fashion,Jacket,4,4674,20,14956.8,Platinum,Pune,Wallet
C1666,O26232,2026-06-04,Groceries,Bread,1,1485,14,1277.1,Silver,Chennai,Net Banking
C1821,O20204,2026-05-28,Electronics,Headphones,1,42189,24,32063.64,Gold,Hyderabad,Credit Card
C1348,O65033,2026-05-01,Beauty,Perfume,2,5412,27,7901.52,Gold,Bangalore,Wallet
C1550,O52934,2025-09-04,Home Decor,Wall Art,2,12360,8,22742.4,Gold,Pune,Credit Card
C1075,O43339,2025-08-29,Home Decor,Carpet,5,3221,17,13367.15,Silver,Bangalore,Net Banking
C1734,O49207,2025-08-17,Groceries,Rice,1,388,24,294.88,Gold,Mumbai,Debit Card
C1261,O80630,2026-04-14,Beauty,Perfume,3,2012,8,5553.12,Platinum,Pune,Debit Card
C1020,O93607,2026-03-08,Beauty,Perfume,5,2918,12,12839.2,Silver,Hyderabad,Debit Card
C1938,O56665,2026-02-12,Home Decor,Wall Art,1,12232,24,9296.32,Platinum,Chennai,Wallet
C1882,O39457,2025-12-13,Beauty,Moisturizer,5,498,29,1767.9,Gold,Pune,Credit Card
C1180,O15450,2026-05-25,Electronics,Headphones,5,9031,24,34317.8,Gold,Delhi,Debit Card
C1380,O21409,2025-12-05,Home Decor,Lamp,2,3264,30,4569.6,Silver,Mumbai,Wallet
C1919,O80908,2026-01-05,Beauty,Perfume,2,2466,24,3748.32,Gold,Bangalore,Debit Card
C1987,O29717,2025-09-15,Home Decor,Carpet,3,13694,27,29989.86,Platinum,Chennai,Net Banking
C1201,O98628,2025-10-23,Home Decor,Lamp,3,19864,5,56612.4,Platinum,Hyderabad,Debit Card
C1675,O59541,2025-09-14,Sports,Football,5,7579,26,28042.3,Silver,Pune,Debit Card
C1261,O15134,2026-02-20,Electronics,Laptop,2,52642,20,84227.2,Platinum,Bangalore,Wallet
C1887,O18388,2025-09-11,Fashion,Shoes,1,1489,25,1116.75,Gold,Pune,UPI
C1607,O53552,2025-07-14,Fashion,T-Shirt,2,945,22,1474.2,Silver,Delhi,Debit Card
C1382,O15047,2025-06-19,Fashion,Jacket,5,1801,30,6303.5,Silver,Chennai,Debit Card
C1427,O85628,2025-07-22,Home Decor,Curtains,3,12451,8,34364.76,Gold,Mumbai,Debit Card
C1335,O99173,2025-07-14,Home Decor,Curtains,4,7677,29,21802.68,Gold,Delhi,UPI
C1415,O57248,2025-07-27,Sports,Cricket Bat,3,7171,2,21082.74,Silver,Bangalore,UPI
C1417,O38474,2025-07-03,Sports,Yoga Mat,3,11937,6,33662.34,Gold,Chennai,Credit Card
C1726,O14533,2025-11-11,Groceries,Eggs,5,971,12,4272.4,Silver,Chennai,UPI
C1426,O17542,2025-07-27,Sports,Dumbbells,3,11374,20,27297.6,Platinum,Delhi,UPI
C1448,O48998,2026-03-01,Fashion,Shoes,3,2511,1,7457.67,Gold,Chennai,Net Banking
C1887,O79215,2025-11-15,Sports,Dumbbells,5,7351,4,35284.8,Gold,Chennai,Debit Card
C1068,O17401,2026-03-01,Groceries,Eggs,1,2508,16,2106.72,Platinum,Delhi,Debit Card
C1114,O66175,2026-02-07,Groceries,Eggs,3,2173,22,5084.82,Gold,Chennai,Debit Card
C1159,O33963,2026-02-03,Groceries,Bread,5,647,0,3235.0,Silver,Chennai,UPI
C1018,O49499,2025-09-19,Beauty,Face Wash,5,3339,25,12521.25,Gold,Bangalore,Net Banking
C1479,O82942,2025-09-30,Groceries,Rice,5,1471,18,6031.1,Gold,Pune,Credit Card
C1286,O96108,2026-02-23,Groceries,Bread,5,2494,25,9352.5,Platinum,Bangalore,UPI
C1470,O31897,2026-02-20,Fashion,T-Shirt,1,4050,27,2956.5,Silver,Bangalore,Debit Card
C1880,O57924,2026-05-10,Fashion,T-Shirt,2,2796,29,3970.32,Gold,Chennai,Credit Card
C1410,O35884,2026-01-04,Beauty,Perfume,2,2760,18,4526.4,Gold,Hyderabad,Net Banking
C1670,O71067,2025-07-11,Beauty,Face Wash,5,849,5,4032.75,Gold,Hyderabad,Wallet
C1868,O75649,2025-08-15,Fashion,Jacket,1,4198,25,3148.5,Platinum,Mumbai,Wallet
C1325,O67973,2025-08-04,Electronics,Headphones,2,25182,9,45831.24,Platinum,Delhi,Net Banking
C1717,O66509,2026-04-22,Sports,Dumbbells,1,1803,3,1748.91,Gold,Bangalore,Wallet
C1479,O86815,2026-05-30,Beauty,Perfume,2,1968,9,3581.76,Gold,Pune,Wallet
C1147,O45798,2026-04-01,Beauty,Perfume,1,3529,0,3529.0,Gold,Hyderabad,Debit Card
C1735,O71196,2026-03-07,Fashion,Jacket,1,5661,28,4075.92,Gold,Mumbai,Wallet
C1392,O39036,2026-05-28,Fashion,T-Shirt,2,842,30,1178.8,Silver,Pune,Wallet
C1340,O72048,2026-03-30,Groceries,Bread,1,169,24,128.44,Gold,Bangalore,UPI
C1159,O45491,2026-01-09,Home Decor,Curtains,4,11814,23,36387.12,Platinum,Mumbai,Debit Card
C1910,O82212,2026-03-29,Groceries,Milk,1,727,13,632.49,Gold,Pune,Net Banking
C1547,O50152,2026-05-13,Home Decor,Wall Art,4,1450,2,5684.0,Silver,Delhi,Net Banking
C1417,O85201,2025-09-14,Sports,Football,5,2430,30,8505.0,Platinum,Bangalore,Debit Card
C1049,O19884,2026-03-03,Electronics,Smartphone,3,16771,27,36728.49,Silver,Mumbai,Credit Card
C1392,O86753,2025-07-04,Electronics,Smart Watch,5,34574,20,138296.0,Silver,Pune,Credit Card
C1895,O74934,2026-05-23,Home Decor,Wall Art,1,7615,29,5406.65,Silver,Mumbai,Wallet
C1468,O40872,2025-07-20,Sports,Dumbbells,3,3751,6,10577.82,Silver,Bangalore,Net Banking
C1469,O29817,2026-03-28,Sports,Cricket Bat,4,1112,24,3380.48,Platinum,Mumbai,Net Banking
C1716,O61864,2025-07-03,Home Decor,Carpet,1,9259,8,8518.28,Gold,Hyderabad,Wallet
C1651,O66939,2026-04-08,Electronics,Headphones,1,42878,7,39876.54,Silver,Bangalore,Wallet
C1698,O76312,2025-10-27,Groceries,Rice,5,2514,21,9930.3,Platinum,Pune,Credit Card
C1080,O21553,2025-07-30,Groceries,Milk,3,1034,8,2853.84,Platinum,Chennai,Debit Card
C1144,O72985,2026-03-24,Electronics,Smartphone,5,17572,27,64137.8,Silver,Hyderabad,UPI
C1402,O12473,2025-12-15,Electronics,Laptop,1,24354,12,21431.52,Platinum,Delhi,Net Banking
C1071,O86848,2025-11-29,Beauty,Shampoo,4,6634,20,21228.8,Platinum,Mumbai,Debit Card
C1836,O97456,2025-10-05,Fashion,T-Shirt,1,2294,20,1835.2,Platinum,Chennai,Net Banking
C1044,O92880,2025-06-07,Home Decor,Wall Art,4,6732,13,23427.36,Silver,Pune,Wallet
C1938,O60993,2025-07-20,Sports,Dumbbells,3,5889,29,12543.57,Silver,Pune,Wallet
C1568,O68775,2025-09-18,Beauty,Moisturizer,2,6243,5,11861.7,Gold,Hyderabad,Net Banking
C1582,O81856,2026-03-22,Groceries,Eggs,2,1597,13,2778.78,Gold,Hyderabad,Credit Card
C1891,O46433,2025-07-19,Fashion,T-Shirt,5,8044,24,30567.2,Platinum,Delhi,Credit Card
C1892,O18613,2025-06-19,Beauty,Shampoo,4,658,8,2421.44,Silver,Mumbai,UPI
C1305,O61344,2025-09-24,Fashion,T-Shirt,3,1804,16,4546.08,Platinum,Bangalore,Debit Card
C1706,O25473,2026-02-16,Fashion,Jacket,5,6441,25,24153.75,Gold,Mumbai,Debit Card
C1593,O47493,2025-11-22,Beauty,Moisturizer,2,3931,21,6210.98,Silver,Mumbai,Debit Card
C1075,O42790,2025-07-28,Home Decor,Lamp,3,7479,22,17500.86,Silver,Hyderabad,Wallet
C1070,O62162,2026-03-23,Home Decor,Carpet,4,1952,19,6324.48,Silver,Hyderabad,Credit Card
C1368,O12917,2025-09-01,Fashion,Shoes,1,7201,27,5256.73,Gold,Pune,Wallet
C1313,O19744,2025-10-17,Groceries,Eggs,5,504,13,2192.4,Platinum,Chennai,Debit Card
C1312,O55361,2025-10-17,Beauty,Moisturizer,5,4600,8,21160.0,Platinum,Hyderabad,UPI
C1590,O26570,2025-12-28,Home Decor,Carpet,2,8434,4,16193.28,Gold,Hyderabad,Debit Card
C1721,O54270,2025-06-10,Fashion,T-Shirt,5,8782,27,32054.3,Platinum,Chennai,Wallet
C1144,O64144,2025-06-18,Fashion,Jeans,2,5977,25,8965.5,Gold,Pune,UPI
C1613,O85165,2025-07-07,Beauty,Face Wash,2,5658,25,8487.0,Gold,Pune,Debit Card
C1763,O19932,2025-06-25,Beauty,Moisturizer,3,7818,21,18528.66,Platinum,Bangalore,Credit Card
C1261,O67326,2025-11-04,Sports,Yoga Mat,1,2824,23,2174.48,Silver,Mumbai,Wallet
C1531,O36210,2026-03-01,Beauty,Face Wash,3,1117,17,2781.33,Silver,Bangalore,UPI
C1707,O40093,2026-05-26,Electronics,Laptop,1,61207,8,56310.44,Gold,Pune,UPI
C1683,O72073,2025-09-10,Fashion,Jacket,3,4938,15,12591.9,Gold,Delhi,Debit Card
C1969,O25540,2025-07-29,Groceries,Rice,1,255,0,255.0,Gold,Mumbai,UPI
C1183,O81120,2025-11-26,Beauty,Moisturizer,4,5317,15,18077.8,Gold,Hyderabad,Net Banking
C1128,O83212,2025-06-24,Home Decor,Curtains,3,8828,24,20127.84,Platinum,Pune,Net Banking
C1283,O44902,2026-03-29,Fashion,Jeans,2,2940,13,5115.6,Gold,Chennai,Net Banking
C1985,O81625,2025-07-25,Beauty,Face Wash,1,6724,9,6118.84,Platinum,Delhi,Net Banking
C1622,O64681,2026-03-31,Fashion,Shoes,4,1987,20,6358.4,Silver,Mumbai,Debit Card
C1137,O45144,2025-12-29,Beauty,Moisturizer,4,3727,0,14908.0,Gold,Mumbai,Wallet
C1613,O39622,2026-02-26,Groceries,Bread,1,2658,8,2445.36,Platinum,Chennai,Credit Card
C1658,O36881,2025-12-25,Electronics,Smart Watch,2,79602,21,125771.16,Platinum,Chennai,Net Banking
C1056,O88662,2025-12-28,Beauty,Shampoo,1,6994,26,5175.56,Platinum,Chennai,Debit Card
C1340,O42989,2025-08-11,Groceries,Rice,4,2194,12,7722.88,Gold,Hyderabad,Net Banking
C1641,O27851,2025-07-17,Beauty,Moisturizer,4,3355,9,12212.2,Silver,Hyderabad,Debit Card
C1660,O53865,2025-07-19,Groceries,Eggs,5,2142,26,7925.4,Platinum,Pune,Debit Card
C1264,O39275,2025-09-03,Electronics,Smartphone,1,10820,14,9305.2,Platinum,Bangalore,Net Banking
C1780,O44586,2025-08-12,Home Decor,Carpet,2,3714,17,6165.24,Silver,Bangalore,Debit Card
C1604,O16425,2025-11-27,Fashion,Jeans,1,4401,22,3432.78,Silver,Hyderabad,Wallet
C1283,O30733,2025-10-12,Beauty,Face Wash,4,6146,8,22617.28,Platinum,Bangalore,Debit Card
C1627,O84800,2026-02-03,Fashion,Jacket,2,2013,9,3663.66,Gold,Mumbai,Debit Card
C1335,O15792,2025-09-01,Electronics,Laptop,5,71389,6,335528.3,Gold,Chennai,UPI
C1034,O82971,2025-10-04,Groceries,Milk,3,2806,27,6145.14,Gold,Hyderabad,Wallet
C1478,O95628,2026-04-08,Groceries,Rice,3,906,11,2419.02,Platinum,Chennai,Net Banking
C1487,O64352,2025-10-26,Fashion,Jacket,5,4301,13,18709.35,Silver,Hyderabad,Debit Card
C1382,O23388,2025-11-28,Groceries,Milk,3,799,25,1797.75,Silver,Bangalore,Wallet
C1171,O78413,2026-06-02,Beauty,Shampoo,2,784,21,1238.72,Silver,Mumbai,Debit Card
C1719,O16903,2025-11-10,Fashion,T-Shirt,2,3160,9,5751.2,Silver,Delhi,UPI
C1628,O25141,2026-05-11,Home Decor,Lamp,2,1276,7,2373.36,Silver,Delhi,UPI
C1968,O45498,2026-03-22,Electronics,Smart Watch,1,50672,5,48138.4,Platinum,Hyderabad,Credit Card
C1070,O33711,2025-06-19,Fashion,Jeans,3,6138,13,16020.18,Gold,Hyderabad,Credit Card
