customer_id,Recency,Frequency,Monetary,Customer_Tier,Avg_Discount,Favorite_Category
C1174,21,12,513318.5,Platinum,14.75,Electronics
C1175,144,7,75476.1,Gold,17.428571428571427,Beauty
C1176,60,11,210242.3,Silver,15.454545454545455,Home Decor
C1177,29,11,381459.83,Platinum,19.272727272727273,Beauty
C1178,6,18,342412.5,Silver,15.666666666666666,Sports
C1179,30,13,249126.62,Silver,15.692307692307692,Fashion
C1180,11,12,616807.28,Gold,15.833333333333334,Groceries
C1181,70,7,425235.79,Gold,18.0,Electronics
C1182,176,7,105652.42,Gold,13.0,Beauty
C1183,50,19,448875.29,Gold,17.263157894736842,Beauty
C1184,1,4,47803.700000000004,Platinum,21.0,Groceries
C1185,72,13,259612.02,Gold,14.692307692307692,Beauty
C1186,33,9,214449.77000000002,Platinum,13.0,Beauty
C1187,1,6,58705.78,Platinum,13.0,Groceries
C1188,74,3,79448.91,Gold,24.333333333333332,Electronics
C1189,20,13,369000.14,Gold,11.23076923076923,Fashion
C1190,103,8,139608.29,Platinum,17.375,Groceries
C1191,29,11,189038.78,Platinum,15.181818181818182,Electronics
C1192,34,8,81600.62,Silver,16.125,Groceries
C1193,23,9,271287.45,Platinum,13.11111111111111,Fashion
C1194,16,7,72591.68,Gold,12.857142857142858,Beauty
C1195,2,12,84064.39,Platinum,17.833333333333332,Fashion
C1196,8,6,156117.41,Platinum,12.333333333333334,Sports
C1197,13,8,283659.82,Silver,10.625,Beauty
C1198,11,12,244179.19,Silver,11.833333333333334,Electronics
C1199,83,10,330430.58,Gold,14.6,Fashion
C1200,18,9,220237.84,Gold,16.11111111111111,Home Decor
C1201,4,10,467684.11000000004,Gold,12.2,Sports
C1202,12,9,413836.54000000004,Silver,9.333333333333334,Home Decor
C1203,1,14,441707.85,Silver,7.928571428571429,Groceries
C1204,47,4,58314.5,Gold,16.5,Home Decor
C1205,79,13,467978.94,Gold,14.76923076923077,Home Decor
C1206,83,8,366862.67,Gold,13.375,Electronics
C1207,13,17,628500.6,Silver,16.058823529411764,Home Decor
C1208,97,9,135635.3,Gold,14.444444444444445,Home Decor
C1209,255,3,96709.8,Platinum,9.333333333333334,Sports
C1210,119,15,434304.44,Gold,15.2,Beauty
C1211,78,8,75341.78,Silver,17.0,Electronics
C1212,32,10,210578.16999999998,Silver,12.8,Sports
C1213,34,11,496931.36,Silver,19.181818181818183,Electronics
C1214,84,7,68389.38,Silver,12.285714285714286,Groceries
C1215,60,6,45405.59,Silver,18.0,Fashion
C1216,2,13,716123.6699999999,Platinum,15.461538461538462,Home Decor
C1217,18,11,285803.59,Gold,9.818181818181818,Groceries
C1218,3,9,594526.08,Silver,15.444444444444445,Groceries
C1219,34,8,211277.36,Gold,16.25,Fashion
C1220,54,8,575239.46,Platinum,13.375,Beauty
C1221,69,7,348346.74,Gold,19.285714285714285,Electronics
C1222,4,8,414146.26,Gold,8.625,Electronics
C1223,4,17,499949.1,Gold,16.294117647058822,Fashion
C1224,23,3,230776.66,Silver,25.0,Beauty
C1225,4,11,269257.38,Silver,15.818181818181818,Home Decor
C1226,39,10,854488.33,Platinum,17.3,Electronics
C1227,10,12,323501.46,Platinum,12.333333333333334,Beauty
C1228,12,8,384711.14,Platinum,18.5,Electronics
C1229,36,10,233986.66,Platinum,14.5,Beauty
C1230,22,9,242452.99,Silver,10.88888888888889,Groceries
C1231,43,2,38587.7,Platinum,15.5,Electronics
C1232,44,11,227466.83,Gold,13.818181818181818,Home Decor
C1233,8,13,557159.68,Silver,12.615384615384615,Beauty
C1234,12,11,135254.32,Gold,16.454545454545453,Beauty
C1235,4,10,390549.58999999997,Gold,19.2,Electronics
C1236,72,10,333378.42000000004,Gold,9.1,Fashion
C1237,12,10,220697.79,Silver,8.0,Fashion
C1238,3,14,711029.59,Platinum,12.785714285714286,Fashion
C1239,3,13,94609.22,Gold,16.076923076923077,Beauty
C1240,46,9,153550.13,Gold,16.11111111111111,Home Decor
C1241,52,11,286496.95,Gold,16.636363636363637,Electronics
C1242,68,8,116919.23,Platinum,17.75,Home Decor
C1243,32,7,59086.979999999996,Silver,17.571428571428573,Fashion
C1244,26,10,94869.59,Gold,15.8,Groceries
C1245,7,16,749116.98,Platinum,14.0,Electronics
C1246,90,13,194285.41999999998,Silver,16.615384615384617,Beauty
C1247,7,8,71852.17,Gold,15.75,Groceries
C1248,52,12,228921.96,Gold,12.333333333333334,Beauty
C1249,23,14,205535.13999999998,Platinum,14.571428571428571,Beauty
C1250,58,8,406385.33999999997,Gold,17.0,Fashion
C1251,43,13,829940.37,Platinum,15.153846153846153,Beauty
C1252,8,10,463322.81999999995,Platinum,21.9,Beauty
C1253,20,8,262613.3,Silver,19.25,Groceries
C1254,40,6,255971.95,Gold,14.166666666666666,Beauty
C1255,9,10,182753.19,Silver,16.3,Groceries
C1256,1,12,281218.99,Gold,19.25,Electronics
C1257,6,12,216985.43,Gold,16.416666666666668,Sports
C1258,18,17,201901.21,Silver,11.941176470588236,Fashion
C1259,48,7,112703.62,Silver,17.142857142857142,Home Decor
C1260,29,12,414465.81,Silver,17.583333333333332,Beauty
C1261,33,12,188151.33,Platinum,17.75,Beauty
C1262,11,11,338402.96,Gold,9.727272727272727,Electronics
C1263,29,15,748373.58,Platinum,15.733333333333333,Electronics
C1264,33,5,74161.2,Platinum,18.0,Electronics
C1265,60,9,386363.35,Gold,17.22222222222222,Electronics
C1266,18,13,321209.53,Platinum,17.384615384615383,Beauty
C1267,120,6,39005.84,Silver,22.166666666666668,Groceries
C1268,12,7,82984.65000000001,Silver,16.0,Fashion
C1269,52,9,422031.56999999995,Gold,16.22222222222222,Beauty
C1270,21,13,209765.28,Silver,12.384615384615385,Groceries
C1271,4,8,593339.04,Platinum,9.375,Electronics
C1272,107,6,127537.88,Silver,18.0,Fashion
C1273,18,14,267041.18,Silver,12.857142857142858,Home Decor
C1274,11,5,344658.6,Platinum,11.8,Electronics
C1275,17,18,332903.44,Silver,16.666666666666668,Fashion
C1276,57,5,34286.14,Platinum,22.6,Beauty
C1277,156,6,128990.22,Gold,19.333333333333332,Fashion
C1278,5,8,270505.87,Gold,16.0,Sports
C1279,5,8,80916.53,Gold,19.0,Fashion
C1280,10,7,445671.76,Platinum,20.142857142857142,Electronics
C1281,113,9,438349.75,Gold,11.333333333333334,Electronics
C1282,12,14,495136.1,Gold,12.0,Sports
C1283,68,12,607816.17,Silver,12.916666666666666,Electronics
C1284,7,12,208576.15,Gold,15.916666666666666,Home Decor
C1285,96,8,161310.92,Silver,12.25,Beauty
C1286,47,13,147086.26,Platinum,15.23076923076923,Groceries
C1287,28,9,178863.42,Gold,17.11111111111111,Beauty
C1288,34,8,129484.90000000001,Gold,18.75,Groceries
C1289,19,10,152428.44,Silver,8.0,Sports
C1290,13,10,335543.58,Silver,13.3,Home Decor
C1291,2,10,277965.22,Platinum,15.8,Beauty
C1292,48,4,65177.78,Silver,11.0,Groceries
C1293,21,7,273226.27,Gold,14.0,Electronics
C1294,49,9,139588.38,Silver,16.666666666666668,Sports
C1295,41,7,313784.8,Platinum,14.571428571428571,Electronics
C1296,50,10,322837.7,Platinum,10.9,Electronics
C1297,30,15,335718.16000000003,Platinum,17.0,Beauty
C1298,0,13,295931.93,Platinum,17.0,Fashion
C1299,12,11,202694.03,Platinum,14.818181818181818,Home Decor
C1300,22,13,593208.81,Platinum,21.46153846153846,Fashion
C1301,7,5,42206.9,Gold,20.2,Sports
C1302,59,9,211843.13999999998,Gold,16.0,Home Decor
C1303,26,12,210463.87,Platinum,8.416666666666666,Beauty
C1304,14,16,303236.58,Silver,13.9375,Fashion
C1305,8,10,285611.12,Gold,18.6,Beauty
C1306,37,5,173226.57,Gold,14.4,Beauty
C1307,54,4,130854.84,Gold,17.5,Electronics
C1308,0,13,473901.96,Platinum,17.692307692307693,Electronics
C1309,16,10,216137.3,Platinum,15.8,Beauty
C1310,78,8,724992.87,Platinum,16.75,Electronics
C1311,81,12,235425.75999999998,Platinum,15.416666666666666,Sports
C1312,87,7,372046.44,Platinum,10.857142857142858,Beauty
C1313,8,11,104483.15,Silver,14.0,Home Decor
C1314,10,7,160835.6,Silver,15.714285714285714,Beauty
C1315,9,14,562031.74,Gold,11.857142857142858,Groceries
C1316,95,14,347276.42000000004,Platinum,17.857142857142858,Groceries
C1317,40,5,110854.15000000001,Silver,13.0,Beauty
C1318,9,13,166425.56,Gold,17.23076923076923,Beauty
C1319,59,10,270201.82,Gold,15.3,Home Decor
C1320,8,10,405470.89,Gold,11.6,Electronics
C1321,87,10,374491.52,Gold,15.9,Electronics
C1322,21,11,90871.63,Gold,15.363636363636363,Fashion
C1323,30,17,494009.22000000003,Silver,17.470588235294116,Groceries
C1324,34,13,287688.41,Gold,14.076923076923077,Beauty
C1325,76,12,616522.62,Gold,14.333333333333334,Electronics
C1326,11,13,351270.68,Gold,15.923076923076923,Groceries
C1327,6,12,268959.08,Silver,16.916666666666668,Electronics
C1328,27,8,595301.77,Gold,12.625,Beauty
C1329,0,15,709959.75,Silver,15.933333333333334,Electronics
C1330,21,7,111470.18000000001,Platinum,12.857142857142858,Groceries
C1331,50,8,77532.43,Silver,15.875,Sports
C1332,2,9,123290.36,Gold,16.666666666666668,Groceries
C1333,58,5,98297.66,Platinum,16.2,Groceries
C1334,48,6,158233.22,Gold,17.166666666666668,Sports
C1335,29,11,592612.1799999999,Gold,15.272727272727273,Electronics
C1336,9,9,237063.58,Gold,17.555555555555557,Beauty
C1337,54,12,124918.94,Gold,14.333333333333334,Groceries
C1338,81,9,393722.99,Gold,17.333333333333332,Home Decor
C1339,17,14,707283.9299999999,Platinum,14.642857142857142,Electronics
C1340,49,8,147915.09,Silver,18.375,Electronics
C1341,64,7,193332.94999999998,Platinum,20.142857142857142,Groceries
C1342,118,10,242590.34,Platinum,11.8,Beauty
C1343,31,11,175851.34,Gold,16.545454545454547,Groceries
C1344,32,9,184224.01,Silver,14.666666666666666,Beauty
C1345,91,13,500979.18,Gold,14.615384615384615,Beauty
C1346,33,9,470240.7,Gold,6.666666666666667,Electronics
C1347,12,8,219225.96,Platinum,9.625,Groceries
C1348,12,8,250942.30000000002,Platinum,17.125,Beauty
C1349,4,12,425843.35,Platinum,14.333333333333334,Beauty
C1350,18,10,138242.94,Silver,11.5,Home Decor
C1351,40,12,271911.38,Gold,18.083333333333332,Sports
C1352,21,8,97342.64,Gold,19.625,Home Decor
C1353,93,7,64465.39,Gold,17.285714285714285,Sports
C1354,66,10,342471.57,Platinum,16.3,Beauty
C1355,1,9,116231.86,Platinum,15.88888888888889,Beauty
C1356,13,14,151497.19,Gold,14.642857142857142,Groceries
C1357,158,5,224817.74,Silver,12.8,Home Decor
C1358,32,11,257620.12999999998,Gold,20.636363636363637,Beauty
C1359,4,12,621491.6799999999,Gold,15.75,Home Decor
C1360,72,10,117538.62,Gold,18.7,Home Decor
C1361,6,12,425213.83999999997,Platinum,14.333333333333334,Electronics
C1362,29,16,238456.06,Platinum,14.75,Groceries
C1363,62,7,65581.25,Gold,15.428571428571429,Groceries
C1364,47,10,569644.23,Platinum,15.1,Electronics
C1365,15,12,720367.0700000001,Platinum,13.166666666666666,Electronics
C1366,140,9,188224.41,Gold,16.88888888888889,Beauty
C1367,39,7,78806.0,Platinum,12.571428571428571,Beauty
C1368,23,13,473602.82999999996,Gold,18.692307692307693,Electronics
C1369,34,12,189570.85,Gold,13.916666666666666,Beauty
C1370,39,9,91948.51,Gold,15.444444444444445,Groceries
C1371,2,10,411232.34,Platinum,20.1,Sports
C1372,23,14,548325.23,Gold,17.928571428571427,Electronics
C1373,30,12,133946.23,Gold,11.833333333333334,Sports
C1374,1,24,452426.8,Gold,14.25,Groceries
C1375,10,9,248862.27000000002,Platinum,14.666666666666666,Home Decor
C1376,3,10,96498.27,Platinum,19.5,Fashion
C1377,33,15,727015.4900000001,Platinum,17.133333333333333,Groceries
C1378,3,14,231175.98,Gold,14.142857142857142,Fashion
C1379,6,10,139996.84,Platinum,15.9,Groceries
C1380,81,8,330353.01000000007,Gold,16.25,Home Decor
C1381,9,9,238173.31999999998,Platinum,11.777777777777779,Fashion
C1382,8,12,178618.41,Platinum,15.916666666666666,Fashion
C1383,5,9,123741.6,Platinum,17.11111111111111,Home Decor
C1384,158,7,173712.81,Gold,20.0,Beauty
C1385,132,10,484038.02,Gold,15.5,Electronics
C1386,35,16,723510.01,Platinum,12.5625,Sports
C1387,28,13,147093.13,Silver,16.153846153846153,Fashion
C1388,7,14,384739.86,Platinum,17.642857142857142,Electronics
C1389,12,7,118349.54000000001,Gold,15.714285714285714,Beauty
C1390,1,15,249157.52,Gold,13.333333333333334,Sports
C1391,7,9,608247.58,Platinum,12.777777777777779,Electronics
C1392,8,8,324377.62,Silver,20.125,Fashion
C1393,54,12,297972.78,Platinum,16.166666666666668,Fashion
C1394,18,11,255594.41,Platinum,15.363636363636363,Beauty
C1395,6,9,145601.12,Platinum,14.333333333333334,Fashion
C1396,4,20,417718.42,Gold,19.6,Fashion
C1397,19,9,515502.29,Silver,17.77777777777778,Fashion
C1398,13,7,351063.83999999997,Gold,14.285714285714286,Beauty
C1399,1,13,386140.94,Gold,12.76923076923077,Electronics
C1400,12,8,205792.72,Gold,16.5,Home Decor
C1401,46,7,144031.97999999998,Platinum,14.0,Fashion
C1402,108,9,511388.42,Silver,15.222222222222221,Electronics
C1403,48,10,361919.98,Gold,13.0,Home Decor
C1404,29,10,227889.44,Platinum,22.0,Fashion
C1405,40,13,318856.9,Gold,20.076923076923077,Groceries
C1406,9,14,333005.42,Silver,10.857142857142858,Fashion
C1407,12,13,411133.98,Gold,10.076923076923077,Home Decor
C1408,2,13,599699.4,Platinum,17.46153846153846,Beauty
C1409,48,11,186462.46,Silver,18.181818181818183,Sports
C1410,8,9,263342.84,Gold,12.777777777777779,Beauty
C1411,31,11,124675.14,Silver,17.727272727272727,Groceries
C1412,25,7,74154.25,Platinum,19.142857142857142,Fashion
C1413,18,10,365882.56,Gold,17.8,Electronics
C1414,8,8,339167.38,Silver,13.0,Electronics
C1415,22,10,299217.64,Silver,19.2,Sports
C1416,2,18,752063.64,Silver,16.333333333333332,Beauty
C1417,53,15,415995.56,Silver,14.6,Beauty
C1418,20,13,220182.85,Gold,15.384615384615385,Groceries
C1419,80,4,390538.27999999997,Platinum,16.75,Electronics
C1420,16,7,86247.97,Silver,13.428571428571429,Beauty
C1421,147,5,172784.33,Gold,12.8,Sports
C1422,35,11,235678.73,Silver,11.181818181818182,Groceries
C1423,88,8,103051.01999999999,Gold,11.375,Groceries
C1424,0,16,775976.4400000001,Gold,14.3125,Electronics
C1425,0,19,226848.77,Gold,17.473684210526315,Beauty
C1426,16,11,373502.82,Platinum,13.727272727272727,Beauty
C1427,28,10,186354.5,Platinum,12.8,Home Decor
C1428,9,12,630725.24,Platinum,18.25,Fashion
C1429,20,9,271640.61,Silver,19.88888888888889,Electronics
C1430,82,9,73399.23,Platinum,13.0,Groceries
C1431,39,10,136292.64,Silver,15.1,Groceries
C1432,109,9,401630.49,Silver,8.555555555555555,Home Decor
C1433,12,7,246889.86000000002,Gold,14.714285714285714,Groceries
C1434,147,7,280150.18,Gold,13.0,Beauty
C1435,70,9,231464.28,Gold,14.0,Sports
C1436,4,10,180441.62,Gold,16.9,Sports
C1437,44,13,827528.44,Platinum,13.923076923076923,Electronics
C1438,12,9,323037.92,Platinum,15.666666666666666,Beauty
C1439,7,12,133912.55000000002,Silver,9.166666666666666,Groceries
C1440,3,12,352860.66,Gold,13.583333333333334,Groceries
C1441,168,8,289769.83,Gold,9.875,Electronics
C1442,0,10,110532.55,Platinum,16.8,Fashion
C1443,25,13,597775.62,Gold,16.923076923076923,Sports
C1444,1,12,406020.05000000005,Platinum,14.666666666666666,Beauty
C1445,1,9,129579.94,Gold,17.22222222222222,Groceries
C1446,19,12,305564.0,Silver,15.583333333333334,Groceries
C1447,20,13,306106.31,Platinum,15.923076923076923,Electronics
C1448,23,7,352118.50999999995,Platinum,15.714285714285714,Fashion
C1449,68,6,70101.07999999999,Gold,5.666666666666667,Groceries
C1450,131,6,37206.23,Silver,10.333333333333334,Fashion
C1451,82,7,89900.26000000001,Gold,17.142857142857142,Fashion
C1452,81,5,32532.940000000002,Gold,23.6,Groceries
C1453,22,13,315954.19,Silver,13.538461538461538,Groceries
C1454,51,6,97405.36,Gold,17.166666666666668,Beauty
C1455,47,5,58899.59,Gold,12.8,Fashion
C1456,17,5,232930.83000000002,Gold,19.4,Beauty
C1457,7,8,214297.06,Gold,19.25,Beauty
C1458,78,7,173881.08,Silver,16.0,Beauty
C1459,26,5,84856.64,Platinum,7.2,Beauty
C1460,92,11,409475.95,Gold,20.363636363636363,Electronics
C1461,53,13,372368.32,Gold,16.23076923076923,Beauty
C1462,144,10,422928.95999999996,Silver,16.9,Sports
C1463,0,13,277781.99,Platinum,14.538461538461538,Home Decor
C1464,45,11,414032.92000000004,Silver,14.272727272727273,Beauty
C1465,50,9,139575.27,Silver,17.666666666666668,Sports
C1466,52,7,112212.56,Gold,17.857142857142858,Electronics
C1467,61,9,359337.34,Platinum,14.222222222222221,Home Decor
C1468,11,11,157748.87,Gold,9.090909090909092,Beauty
C1469,69,11,189488.08,Gold,16.545454545454547,Sports
C1470,105,7,132115.78,Platinum,15.285714285714286,Beauty
C1471,0,12,473713.57,Silver,12.0,Sports
C1472,7,12,183988.33000000002,Gold,14.416666666666666,Groceries
C1473,37,12,234926.05000000002,Silver,15.333333333333334,Home Decor
C1474,78,10,188499.65,Gold,16.3,Beauty
C1475,12,8,287154.78,Silver,16.875,Fashion
C1476,24,8,94617.13,Gold,16.25,Groceries
